species,n_date,n_loc
Polytrichum formosum,3158,1109
Polytrichum juniperinum,2291,840
Polytrichum piliferum,1868,570
Pomatoschistus microps,605,199
Pomatoschistus minutus,552,155
Pompilus cinereus,512,248
Pontania brevicornis,442,314
Pontania bridgmanii,525,423
Pontania collactanea,416,119
Pontania pedunculi,384,293
Pontania proxima,1609,1039
Pontania triandrae,316,223
Pontania viminalis,513,191
Pontederia cordata,994,577
Ponticola kessleri,420,167
Populus alba,2469,1095
Populus canadensis,387,305
Populus canescens,321,169
Populus nigra,843,354
Populus tremula,3055,1304
Populus trichocarpa,571,343
Porcellana platycheles,350,75
Porcellio scaber,3634,1865
Porcellio spinicornis,1616,918
Porpidia crustulata,692,354
Porpidia soredizodes,1083,564
Porpidia tuberculosa,673,234
Portulaca oleracea,1966,1240
Portumnus latipes,1992,118
Porzana porzana,2314,471
Porzana pusilla,556,93
Postia ptychogaster,1160,741
Potamogeton alpinus,325,100
Potamogeton crispus,1408,825
Potamogeton gramineus,341,66
Potamogeton lucens,1640,581
Potamogeton natans,2594,1036
Potamogeton nodosus,910,131
Potamogeton obtusifolius,547,216
Potamogeton perfoliatus,1085,459
Potamogeton polygonifolius,1931,505
Potamogeton pusillus,913,676
Potamogeton trichoides,615,435
Potamopyrgus antipodarum,728,577
Potentilla anglica,1952,673
Potentilla argentea,2279,598
Potentilla erecta,3170,1006
Potentilla indica,4468,1751
Potentilla intermedia,691,225
Potentilla norvegica,714,230
Potentilla recta,1191,522
Potentilla reptans,4376,1424
Potentilla sterilis,1082,96
Potentilla supina,1656,234
Potentilla verna,1059,194
Poterium sanguisorba,3064,1107
Prays fraxinella,447,365
Primula elatior,1716,426
Primula veris,1481,715
Primula vulgaris,1186,293
Prionus coriarius,448,125
Procambarus acutus,661,144
Procambarus clarkii,2969,599
Prochoreutis myllerana,374,271
Pronectria oligospora,420,260
Propebela turricula,662,98
Propylaea quatuordecimpunctata,2732,1861
Prosena siberita,389,76
Proserpinus proserpina,633,598
Prostemma guttula,401,191
Prosternon tessellatum,610,352
Proterorhinus semilunaris,2095,771
Protoblastenia rupestris,1162,493
Protocalliphora azurea,504,451
Protoclythia modesta,317,305
Protoclythia rufa,316,325
Protoparmeliopsis muralis,3997,1790
Proutia betulina,684,319
Prunella modularis,5844,1965
Prunella vulgaris,4292,1993
Prunus avium,3293,1495
Prunus cerasifera,1573,1198
Prunus domestica,333,239
Prunus laurocerasus,2838,1560
Prunus mahaleb,312,91
Prunus padus,3153,1790
Prunus serotina,4286,1436
Prunus spinosa,4359,1822
Psammechinus miliaris,1216,149
Psathyrella ammophila,555,114
Psathyrella conopilus,467,374
Psathyrella piluliformis,307,221
Psectrotanypus varius,1407,870
Pseudargyrotoza conwagana,1030,626
Pseudeuophrys lanigera,896,429
Pseudoboletus parasiticus,875,617
Pseudochorthippus montanus,800,131
Pseudochorthippus parallelus,2064,1309
Pseudocrossidium hornschuchianum,722,474
Pseudofumaria alba,601,160
Pseudofumaria lutea,3366,586
Pseudohydnum gelatinosum,1107,425
Pseudoips prasinana,1967,1290
Pseudomallada flavifrons,372,311
Pseudopanthera macularia,478,120
Pseudorasbora parva,542,201
Pseudosagedia aenea,1132,569
Pseudosasa japonica,623,379
Pseudoschismatomma rufescens,1497,828
Pseudoscleropodium purum,3458,1243
Pseudotaxiphyllum elegans,508,247
Pseudotsuga menziesii,2833,684
Pseudovadonia livida,671,1080
Psilolechia lucida,767,366
Psittacula eupatria,2465,127
Psittacula krameri,5804,542
Psyche casta,2898,1259
Psychoda sigma,425,235
Psychomyia pusilla,377,133
Psyllobora vigintiduopunctata,3370,1897
Pterapherapteryx sexalata,660,525
Pteridium aquilinum,4074,965
Pterocarya fraxinifolia,1212,545
Pterophorus pentadactyla,1259,1435
Pterostichus melanarius,616,581
Pterostichus niger,867,537
Pterostichus oblongopunctatus,438,292
Pterostichus vernalis,526,367
Pterostoma palpina,1823,1168
Pterotmetus staphyliniformis,577,249
Pterula multifida,439,199
Ptilodon capucina,2229,1203
Ptinomorphus imperialis,328,351
Ptycholoma lecheana,558,986
Ptychoptera albimanus,735,424
Ptychoptera contaminata,1143,803
Ptychostomum pseudotriquetrum,421,229
Puccinellia distans,604,297
Puccinellia maritima,838,205
Puccinia allii,318,204
Puccinia convolvuli,454,354
Puccinia coronata,528,607
Puccinia glechomatis,573,370
Puccinia lagenophorae,532,322
Puccinia phragmitis,350,254
Puccinia urticata,615,533
Pulicaria dysenterica,3201,1474
Pulicaria vulgaris,1618,341
Pulmonaria officinalis,2276,921
Pulvigera lyellii,828,482
Punctelia borreri,2406,1231
Punctelia jeckeri,2333,1061
Punctelia subrudecta,2847,1363
Pungitius pungitius,3289,1457
Pupilla muscorum,459,191
Puschkinia scilloides,397,352
Pyracantha coccinea,331,223
Pyralis farinalis,1429,1137
Pyrausta aurata,2474,1673
Pyrausta despicata,2146,1580
Pyrausta purpuralis,856,351
Pyrgus malvae,708,65
Pyrochroa coccinea,1000,1496
Pyrochroa serraticornis,866,1162
Pyrola minor,796,88
Pyrola rotundifolia,2498,229
Pyronia tithonus,1160,1001
Pyrophaena rosarum,649,380
Pyrrhalta viburni,701,579
Pyrrhia umbra,509,301
Pyrrhidium sanguineum,817,1069
Pyrrhocoris apterus,3455,1766
Pyrrhosoma nymphula,1727,1689
Pyrrhospora quernea,318,152
Pyrrhula pyrrhula,5809,1424
Pyrus communis,1106,875
Quercus cerris,798,318
Quercus palustris,569,371
Quercus petraea,1188,346
Quercus robur,5345,1881
Quercus rubra,4047,1163
Quercusia quercus,1689,1390
Rabdophaga rosaria,1949,855
Rabdophaga terminalis,371,315
Rabelera holostea,2979,904
Radiola linoides,962,93
Radix auricularia,564,458
Radula complanata,1399,633
Raja brachyura,477,105
Raja clavata,2393,203
Raja montagui,1065,132
Rallus aquaticus,5670,1271
Ramalina farinacea,3385,1463
Ramalina fastigiata,1872,935
Ramalina fraxinea,305,133
Ramalina lacera,308,143
Ramaria stricta,973,415
Rana arvalis,3191,550
Rana temporaria,5343,1898
Ranatra linearis,1609,971
Rangia cuneata,413,83
Ranunculus acris,4859,1984
Ranunculus aquatilis,954,470
Ranunculus auricomus,1165,253
Ranunculus bulbosus,2431,1005
Ranunculus circinatus,902,478
Ranunculus flammula,3460,1221
Ranunculus hederaceus,671,80
Ranunculus lingua,1718,481
Ranunculus ololeucos,602,68
Ranunculus peltatus,1067,476
Ranunculus repens,5150,2046
Ranunculus sardous,1479,566
Ranunculus sceleratus,4026,1833
Raphanus raphanistrum,2599,1176
Raphanus sativus,1847,1345
Rapistrum rugosum,950,360
Rattus norvegicus,5269,1751
Recurvaria leucatella,324,258
Recurvirostra avosetta,5809,1028
Reduvius personatus,671,625
Regulus ignicapilla,5130,1613
Regulus regulus,5682,1822
Remiz pendulinus,1441,262
Reseda alba,302,125
Reseda lutea,2579,768
Reseda luteola,2399,862
Reticularia lycoperdon,1732,1315
Retinia resinella,940,282
Retusa obtusa,410,95
Reynoutria japonica,3685,1605
Reynoutria sachalinensis,1295,462
Rhabdomiris striatellus,728,1354
Rhagades pruni,618,346
Rhagio immaculatus,734,340
Rhagio lineola,685,663
Rhagio scolopacea,867,1339
Rhagio tringaria,1479,1512
Rhagio vitripennis,326,267
Rhagium bifasciatum,786,562
Rhagium inquisitor,886,600
Rhagium mordax,522,240
Rhagonycha fulva,1059,1973
Rhagonycha lignosa,341,343
Rhamnus cathartica,2268,723
Rhantus suturalis,630,506
Rhaphigaster nebulosa,3704,1863
Rheumaptera undulata,618,398
Rhinanthus alectorolophus,1135,330
Rhinanthus minor,1454,940
Rhingia campestris,1637,1425
Rhinophora lepida,394,324
Rhizedra lutosa,1254,996
Rhizocarpon reductum,1275,547
Rhizopogon luteolus,396,155
Rhizostoma octopus,310,121
Rhizostoma pulmo,1544,233
Rhodeus amarus,2164,737
Rhodocollybia butyracea,1304,1217
Rhodocollybia maculata,1298,1022
Rhododendron ponticum,2188,797
Rhodophaea formosa,497,349
Rhodostrophia vibicaria,509,91
Rhodotus palmatus,630,265
Rhopalapion longirostre,698,491
Rhopalomyia tanaceticolus,724,435
Rhopalus parumpunctatus,988,424
Rhopalus subrufus,1873,1209
Rhopobota naevana,610,357
Rhus typhina,1255,747
Rhyacionia buoliana,304,373
Rhyacionia pinicolana,461,320
Rhynchospora alba,1492,279
Rhynchospora fusca,1597,310
Rhynchostegium confertum,986,548
Rhynchostegium megapolitanum,442,139
Rhynocoris annulatus,833,480
Rhyparochromus vulgaris,2714,1303
Rhyssa persuasoria,518,566
Rhytidiadelphus loreus,503,224
Rhytidiadelphus squarrosus,3637,1517
Rhytisma acerinum,1352,679
Rhyzobius chrysomeloides,635,380
Ribes alpinum,940,364
Ribes nigrum,1277,809
Ribes rubrum,2805,1429
Ribes sanguineum,739,715
Ribes uva-crispa,2217,907
Riccia cavernosa,348,180
Riccia fluitans,953,584
Ricciocarpos natans,333,109
Rickenella fibula,1427,846
Rickenella swartzii,675,430
Rilaena triangularis,1251,769
Rinodina oleae,1379,785
Riparia riparia,3100,1285
Rissa tridactyla,1543,333
Rissoa membranacea,400,84
Rivellia syngenesiae,733,652
Rivula sericealis,2323,1877
Robinia pseudoacacia,3575,1323
Roemeria argemone,715,311
Roeseliana roeselii,1832,1001
Rondaniola bursaria,630,496
Rorippa amphibia,3211,1401
Rorippa austriaca,1537,289
Rorippa palustris,2677,1647
Rorippa sylvestris,2912,1418
Rosa arvensis,550,54
Rosa canina,1136,658
Rosa corymbifera,548,222
Rosa glauca,408,226
Rosa multiflora,1326,909
Rosa rubiginosa,1321,466
Rosa rugosa,3099,1514
Rosa spinosissima,2828,477
Rosa virginiana,318,150
Roseodiscus formosus,308,125
Rostraria cristata,602,142
Rosulabryum capillare,2538,1296
Rubus armeniacus,1593,713
Rubus caesius,3841,1271
Rubus idaeus,2977,1046
Rubus laciniatus,2406,1105
Rubus phoenicolasius,1331,963
Rubus spectabilis,1208,292
Rubus ulmifolius,549,183
Rudbeckia hirta,550,391
Ruditapes philippinarum,1346,220
Rumex acetosa,4807,1998
Rumex acetosella,4669,1591
Rumex conglomeratus,2416,1212
Rumex crispus,3860,1791
Rumex hydrolapathum,3271,1422
Rumex maritimus,1557,746
Rumex obtusifolius,5215,2028
Rumex palustris,1255,549
Rumex sanguineus,2008,722
Rumex thyrsiflorus,1331,217
Russula adusta,933,529
Russula amoenolens,313,247
Russula atropurpurea,365,281
Russula caerulea,489,257
Russula claroflava,744,404
Russula cyanoxantha,397,210
Russula fellea,455,250
Russula fragilis,361,321
Russula ochroleuca,1204,753
Russula parazurea,855,564
Russula sardonia,581,304
Russula vesca,327,212
Rutilus rutilus,4317,1630
Rutpela maculata,1030,717
Rutstroemia firma,338,239
Sagina apetala,809,570
Sagina maritima,528,153
Sagina micropetala,1239,738
Sagina nodosa,1494,252
Sagina procumbens,4227,1729
Sagittaria sagittifolia,2194,1258
Saitis barbipes,344,126
Salicornia europaea,1551,242
Salicornia procumbens,903,180
Salix alba,3430,1483
Salix aurita,2022,992
Salix babylonica,384,271
Salix caprea,3562,1561
Salix cinerea,3084,1624
Salix pentandra,326,136
Salix purpurea,966,362
Salix repens,3263,919
Salix triandra,1333,649
Salix viminalis,2740,1155
Salmo trutta,516,72
Salsola kali,2033,233
Salticus scenicus,2555,1658
Salvia hispanica,541,262
Salvia nemorosa,762,355
Salvia pratensis,1966,787
Salvia verticillata,633,282
Sambucus ebulus,1178,258
Sambucus nigra,5223,2032
Sambucus racemosa,2063,967
Samolus valerandi,2150,509
Sander lucioperca,3501,1014
Sanguisorba officinalis,2173,633
Sanicula europaea,973,65
Saperda populnea,326,266
Saperda scalaris,446,453
Saponaria officinalis,3205,1486
Sapyga quinquepunctata,308,158
Sapygina decemguttata,594,568
Sarcogyne pruinosa,1096,624
Sarcomyxa serotina,1080,615
Sarcoscypha austriaca,361,148
Sargassum muticum,1126,185
Sargus bipunctatus,796,959
Saturnia pavonia,1577,529
Satyrium w-album,514,176
Saxicola rubetra,2940,1565
Saxicola rubicola,5686,1961
Saxifraga granulata,1051,368
Saxifraga tridactylites,1654,518
Scabiosa columbaria,1381,218
Scaeva pyrastri,1667,1709
Scaeva selenitica,1136,1202
Scandix pecten-veneris,362,54
Scaphidium quadrimaculatum,766,485
Scardinius erythrophthalmus,3754,1583
Scathophaga stercoraria,3299,1846
Schiffermuelleria amasiella,877,820
Schistidium crassipilum,809,548
Schizophyllum commune,2826,1166
Schoenobius gigantella,936,769
Schoenoplectus lacustris,1930,758
Schoenoplectus tabernaemontani,1870,778
Schoenoplectus triqueter,504,55
Schoenus nigricans,1967,86
Schrankia costaestrigalis,978,694
Scilla bifolia,492,285
Scilla forbesii,462,700
Scilla luciliae,401,695
Scilla mischtschenkoana,393,242
Scilla sardensis,382,292
Scilla siberica,913,779
Sciocoris cursitans,727,367
Sciota adelphella,401,234
Scirpus sylvaticus,2274,687
Sciurus vulgaris,5832,1227
Scleranthus annuus,1779,543
Scleroderma areolatum,476,377
Scleroderma citrinum,2884,1260
Scoliciosporum umbrinum,399,279
Scoliopteryx libatrix,3807,1744
Scolopax rusticola,2968,1398
Scolopostethus affinis,447,258
Scolopostethus decoratus,431,232
Scolopostethus pictus,363,235
Scolopostethus thomsoni,469,315
Scoparia ambigualis,985,805
Scopula emutaria,348,134
Scopula floslactata,431,392
Scopula imitaria,847,165
Scopula immutata,1005,822
Scopula marginepunctata,459,85
Scopula nigropunctata,316,199
Scopula rubiginata,463,222
Scorzoneroides autumnalis,2797,1670
Scotopteryx chenopodiata,424,173
Scrobicularia plana,1506,272
Scrophularia auriculata,1999,517
Scrophularia nodosa,3562,1523
Scrophularia umbrosa,927,355
Scrophularia vernalis,1999,406
Scutellaria altissima,415,144
Scutellaria columnae,1162,122
Scutellaria galericulata,2395,1509
Scutellaria minor,365,53
Scutellinia scutellata,672,310
Scyliorhinus canicula,1704,172
Scythioria phlogina,441,241
Scythropia crataegella,416,347
Scytinium plicatile,339,122
Scytinium turgidum,360,153
Scytodes thoracica,2350,1041
Secale cereale,513,399
Sedum acre,4659,1574
Sedum album,3906,1311
Sedum pallidum,678,331
Sedum sexangulare,2154,472
Segestria bavarica,873,458
Segestria byssophila,480,272
Segestria florentina,788,235
Segestria senoculata,349,210
Seifertia azaleae,1435,458
Seioptera vibrans,438,423
Selandria serva,348,361
Selenia dentaria,1282,881
Selenia lunularia,312,209
Selenia tetralunaria,1036,740
Senecio inaequidens,4817,1692
Senecio ovatus,1413,82
Senecio sarracenicus,994,127
Senecio sylvaticus,2651,1004
Senecio viscosus,1578,539
Senecio vulgaris,5227,2025
Sepedon sphegea,1247,693
Sepedon spinipes,668,408
Sepia officinalis,2721,234
Serica brunna,942,1162
Sericomyia silentis,1599,873
Serinus canaria,493,378
Serinus serinus,2328,505
Serpula himantioides,867,377
Sertularia cupressina,352,117
Sesia apiformis,1165,880
Sesia bembeciformis,524,400
Setaria pumila,1719,1222
Setaria verticillata,805,321
Setaria viridis,1924,1072
Shargacucullia scrophulariae,632,752
Sherardia arvensis,1561,546
Sialis lutaria,1502,1532
Sicus ferrugineus,1387,1524
Sideridis reticulata,405,109
Sideridis rivularis,897,579
Sideridis turbida,340,180
Sigara lateralis,363,261
Sigara striata,646,725
Silene conica,1061,267
Silene coronaria,2208,1203
Silene dioica,4707,1860
Silene flos-cuculi,3396,1653
Silene gallica,580,320
Silene latifolia,3640,1802
Silene nutans,1728,89
Silene vulgaris,2472,1080
Silpha atrata,2052,1133
Silpha carinata,458,93
Silpha tristis,319,259
Silurus glanis,705,315
Silybum marianum,1270,628
Simyra albovenosa,595,359
Sinapis alba,1606,1061
Sinapis arvensis,3604,1499
Siona lineata,389,100
Sisymbrium altissimum,1063,446
Sisymbrium officinale,4219,1885
Sisymbrium orientale,844,215
Sisyra nigra,867,665
Sisyrinchium californicum,305,61
Sitochroa palealis,414,303
Sitta europaea,5844,1517
Sium latifolium,1550,523
Skeletocutis amorpha,604,252
Smerinthus planus,1782,1381
Smicromyrme rufipes,326,205
Smyrnium olusatrum,1266,196
Smyrnium perfoliatum,601,241
Solanum decipiens,1468,720
Solanum dulcamara,3473,1832
Solanum lycopersicum,1475,696
Solanum nigrum,3182,1949
Solanum nitidibaccatum,595,96
Solanum triflorum,1087,204
Solanum tuberosum,513,421
Solea solea,531,132
Soleirolia soleirolii,1684,422
Solidago canadensis,637,294
Solidago gigantea,3755,1799
Solidago virgaurea,1201,244
Soliva sessilis,357,153
Solva marginata,407,307
Somateria mollissima,5775,414
Somatochlora flavomaculata,913,105
Somatochlora metallica,1293,729
Sonchus arvensis,2868,1646
Sonchus asper,4763,2002
Sonchus oleraceus,4889,1900
Sonchus palustris,1880,567
Sorbaria sorbifolia,1024,571
Sorbus aucuparia,4424,1852
Sorex araneus,2520,1126
Sorex minutus,419,274
Sorghum halepense,336,149
Sparassis crispa,1841,722
Sparganium emersum,1430,870
Sparganium erectum,2746,1525
Spatula clypeata,5842,1516
Spatula querquedula,3539,1135
Spergula arvensis,3244,1337
Spergula morisonii,1809,352
Spergularia marina,2055,480
Spergularia media,1737,257
Spergularia rubra,2543,1266
Speyeria aglaja,605,56
Sphaerium corneum,731,642
Sphaerobolus stellatus,532,326
Sphaerophoria rueppellii,563,342
Sphaerophoria scripta,2284,1903
Sphaerophoria taeniata,491,376
Sphagnum cuspidatum,1097,320
Sphagnum denticulatum,1375,460
Sphagnum fallax,688,294
Sphagnum fimbriatum,899,399
Sphagnum magellanicum,421,136
Sphagnum palustre,1608,508
Sphagnum papillosum,485,201
Sphagnum squarrosum,956,347
Sphagnum subnitens,365,152
Sphecodes albilabris,1251,743
Sphecodes monilicornis,365,313
Sphenella marginata,629,526
Sphex funerarius,633,528
Sphingonotus caerulans,315,79
Sphinx ligustri,1581,1510
Sphinx pinastri,1990,1021
Sphragisticus nebulosus,449,361
Spilarctia lutea,1549,1423
Spilonota ocellana,1149,1073
Spilosoma lubricipeda,2213,1831
Spilosoma urticae,400,293
Spinus spinus,4669,1696
Spiraea japonica,586,432
Spirodela polyrhiza,2004,1165
Spisula elliptica,636,126
Spisula solida,2019,180
Spisula subtruncata,2934,305
Spondylis buprestoides,820,563
Sporobolus anglicus,1878,182
Sprattus sprattus,534,123
Squalius cephalus,1038,230
Stachys arvensis,928,292
Stachys byzantina,665,315
Stachys palustris,2818,1852
Stachys sylvatica,3275,1353
Staphylea pinnata,377,113
Stathmopoda pedella,617,601
Stauropus fagi,962,643
Steatoda bipunctata,620,371
Steatoda grossa,2491,1290
Steatoda nobilis,346,205
Stegania trimaculata,1256,575
Stelis punctulatissima,547,426
Stellaria alsine,1601,713
Stellaria apetala,1008,651
Stellaria aquatica,2436,783
Stellaria graminea,2588,1321
Stellaria media,5346,2026
Stellaria nemorum,481,50
Stellaria palustris,1240,557
Stenacis triradiatus,1155,552
Stenagostus rhombeus,505,537
Stenarella domator,767,1023
Steneotarsonemus phragmitidis,425,268
Stenichneumon culpator,935,720
Stenobothrus lineatus,791,97
Stenobothrus stigmaticus,858,186
Stenodema calcarata,2011,1178
Stenodema laevigata,1776,999
Stenolophus mixtus,467,410
Stenolophus teutonus,593,538
Stenophylax permistus,632,473
Stenopterus rufus,633,423
Stenotus binotatus,707,1058
Stenurella melanura,872,903
Stenurella nigra,487,544
Stephanitis takeyai,928,526
Stercorarius parasiticus,878,241
Stercorarius pomarinus,325,113
Stercorarius skua,603,181
Stereum gausapatum,635,375
Stereum hirsutum,2651,1209
Stereum rugosum,474,284
Stereum sanguinolentum,445,214
Stereum subtomentosum,1556,785
Sterna hirundo,3614,1450
Sterna paradisaea,1647,334
Sternula albifrons,1888,358
Steromphala cineraria,379,85
Stethophyma grossum,2021,1065
Stictocephala bisonia,411,89
Stictoleptura rubra,1231,1603
Stictopleurus abutilon,1227,642
Stictopleurus punctatonervosus,1048,455
Stigmella aceris,697,375
Stigmella aurella,1074,682
Stigmella hemargyrella,484,302
Stigmella microtheriella,468,301
Stigmella obliquella,302,201
Stigmella plagicolella,515,315
Stigmella sakhalinella,369,206
Stigmella speciosa,358,242
Stigmella tiliae,420,278
Stigmella tityrella,701,434
Stigmella trimaculella,357,212
Stomorhina lunata,1045,1236
Stomoxys calcitrans,952,838
Strangalia attenuata,545,240
Stratiomys longicornis,408,355
Stratiomys singularior,888,646
Stratiotes aloides,2992,795
Streblotrichum convolutum,1400,815
Streptopelia decaocto,5844,2036
Streptopelia turtur,2543,707
Striarca lactea,454,81
Strix aluco,5448,1192
Stropharia aeruginosa,342,260
Stropharia caerulea,448,362
Stropharia rugosoannulata,611,341
Strophosoma capitatum,494,217
Strophosoma melanogrammum,725,412
Struthiopteris spicant,4145,664
Stuckenia pectinata,1468,886
Sturnus vulgaris,5844,2140
Stygnocoris fuligineus,384,220
Stygnocoris sabulosus,384,206
Stylaria lacustris,342,542
Stylurus flavipes,803,153
Suaeda maritima,2100,274
Subcoccinella vigintiquatuorpunctata,1107,294
Succinea putris,2374,1520
Succisa pratensis,2756,709
Suillellus luridus,517,205
Suillia variegata,1436,740
Suillus bovinus,985,683
Suillus cavipes,410,138
Suillus grevillei,1011,414
Suillus luteus,722,406
Sunira circellaris,1147,1000
Sus scrofa,4862,337
Sylvia atricapilla,5428,1962
Sylvia borin,2969,1635
Sylvia communis,2936,1853
Sylvia curruca,2816,1284
Sylvia nisoria,581,111
Sympecma fusca,4327,1593
Sympecma paedisca,1612,153
Sympetrum danae,1864,1114
Sympetrum depressiusculum,959,116
Sympetrum fonscolombii,1836,1066
Sympetrum meridionale,1101,626
Sympetrum pedemontanum,1348,394
Sympetrum sanguineum,2134,1875
Sympetrum striolatum,2840,2019
Sympetrum vulgatum,2089,1834
Symphoricarpos albus,2676,1072
Symphyotrichum lanceolatum,1387,490
Symphyotrichum novi-belgii,312,260
Symphytum caucasicum,566,388
Symphytum grandiflorum,785,519
Symphytum officinale,4238,1932
Synanthedon formicaeformis,761,506
Synanthedon myopaeformis,407,351
Synanthedon spheciformis,328,235
Synanthedon tipuliformis,490,576
Synanthedon vespiformis,496,296
Synaphe punctalis,936,810
Syndemis musculana,415,409
Syngnathus acus,705,150
Syntomus foveatus,604,298
Syntomus truncatellus,341,187
Syntrichia laevipila,366,209
Syntrichia montana,302,201
Syntrichia papillosa,1197,689
Syntrichia ruralis,1369,616
Syricoris lacunana,2270,1786
Syringa vulgaris,1066,669
Syritta pipiens,2096,1767
Syromastus rhombeus,1219,736
Syrphus ribesii,2116,1375
Syrphus torvus,1156,1039
Syrphus vitripennis,638,454
Tabanus autumnalis,1125,1526
Tabanus bromius,706,542
Tachina fera,1971,1461
Tachina grossa,877,423
Tachybaptus ruficollis,5844,1652
Tachycixius pilosus,517,473
Tadorna ferruginea,5519,1260
Tadorna tadorna,5843,1510
Taeniolella phaeophysciae,416,279
Taleporia tubulosa,2777,734
Talpa europaea,5706,2034
Tanacetum parthenium,3160,1557
Tanacetum vulgare,4866,1948
Tanyptera atrata,514,679
Taphrina alni,1747,849
Taphrina betulina,757,386
Taphrina farlowii,1187,733
Taphrina pruni,429,386
Taphrina tosquinetii,310,205
Taphropeltus contractus,398,216
Tapinella atrotomentosa,789,299
Taraxacum,974,609
Taraxacum officinale,5334,2068
Taurulus bubalis,364,69
Taxodium distichum,491,245
Taxus baccata,3672,1267
Teesdalia nudicaulis,2190,654
Teleiodes luculella,629,546
Teleiopsis diffinis,394,235
Telekia speciosa,445,202
Tellima grandiflora,767,604
Tellimya ferruginosa,330,68
Temnostoma bombylans,461,383
Temnostoma vespiforme,556,456
Tenthredo campestris,1089,908
Tenthredo maculata,308,381
Tenthredo mesomela,545,610
Tenthredo omissa,619,784
Tenthredo scrophulariae,1384,875
Tenthredo temula,443,462
Tephritis bardanae,428,195
Tephritis formosa,367,247
Tephritis hyoscyami,423,302
Tephritis vespertina,973,488
Tephromela atra,931,293
Tephroseris palustris,1827,525
Terellia tussilaginis,418,331
Tethea ocularis,1014,801
Tetheella fluctuosa,465,236
Tetramorium caespitum,492,331
Tetraneura ulmi,748,619
Tetraphis pellucida,625,267
Tetrix ceperoi,1947,885
Tetrix subulata,1935,1035
Tetrix tenuicornis,504,64
Tetrix undulata,1934,775
Tettigonia viridissima,2994,2087
Teucrium chamaedrys,521,258
Teucrium scorodonia,3793,709
Textrix denticulata,2107,1051
Thalasseus sandvicensis,4301,386
Thalera fimbrialis,301,180
Thalictrum flavum,2533,871
Thalictrum minus,1613,143
Thalpophila matura,590,296
Thamnobryum alopecurum,524,200
Thanasimus formicarius,1280,989
Thaumetopoea processionea,1975,1529
Theba pisana,1447,131
Thecla betulae,1960,122
Thelephora terrestris,1502,779
Thelypteris palustris,2014,391
Thera britannica,1421,840
Thera juniperata,407,497
Thera obeliscata,1090,504
Thereva nobilitata,636,682
Theromyzon tessulatum,323,382
Thinopyrum junceiforme,928,156
Thinopyrum junceum,433,103
Thisanotia chrysonuchella,717,177
Thlaspi arvense,2437,1088
Tholera cespitis,339,157
Tholera decimalis,403,403
Threskiornis aethiopicus,367,151
Thrincia saxatilis,880,537
Thuidium tamariscinum,1988,679
Thuja plicata,327,160
Thumatha senex,623,613
Thyatira batis,1979,1272
Thymelicus lineola,1362,1799
Thymelicus sylvestris,780,183
Thymus pulegioides,2827,631
Thymus serpyllum,670,65
Thysselinum palustre,558,344
Tilia cordata,380,230
Tilia platyphyllos,564,241
Tiliacea aurago,537,405
Tiliacea citrago,314,221
Tillus elongatus,374,409
Timandra comae,2291,1886
Tinca tinca,3804,1368
Tinea semifulvella,848,506
Tinea trinotella,632,447
Tingis ampliata,456,287
Tingis cardui,547,323
Tingis crispata,323,147
Tinodes waeneri,1338,856
Tiphia femorata,538,591
Tipula fascipennis,418,567
Tipula lateralis,377,268
Tipula luna,400,488
Tipula lunata,831,1122
Tipula maxima,416,304
Tipula oleracea,715,684
Tipula paludosa,703,919
Tipula vernalis,590,935
Tipula vittata,343,453
Tischeria ekebladella,1185,670
Tolypocladium ophioglossoides,583,234
Torilis japonica,1636,666
Torilis nodosa,866,237
Tornus subcarinatus,352,69
Tortella flavovirens,803,64
Tortricodes alternella,932,930
Tortrix viridana,921,1766
Tortula muralis,2395,1313
Trachea atriplicis,1297,971
Trachemys scripta,2784,1079
Trachys minutus,819,363
Trachyzelotes pedestris,534,399
Tradescantia virginiana,1436,803
Tragopogon dubius,723,310
Tragopogon minor,397,224
Tragopogon orientalis,1509,513
Tragopogon porrifolius,859,595
Tragopogon pratensis,2564,1405
Trametes cinnabarina,3084,697
Trametes gibbosa,3309,1326
Trametes hirsuta,1626,642
Trametes trogii,308,163
Trametes versicolor,3773,1496
Trapelia coarctata,978,461
Trapeliopsis flexuosa,727,402
Trapeliopsis granulosa,536,317
Trapezonotus arenarius,416,108
Tremella mesenterica,3211,1724
Triaenodes bicolor,798,620
Trichaptum abietinum,2207,791
Trichia varia,383,259
Trichodes alvearius,386,76
Tricholoma fulvum,540,613
Tricholoma sulphureum,1080,874
Tricholoma ustale,362,193
Tricholomopsis rutilans,1283,725
Trichophaga tapetzella,481,310
Trichophorum cespitosum,1645,254
Trichopteryx carpinata,454,436
Trichostegia minor,619,369
Trifolium arvense,3053,1556
Trifolium campestre,1745,940
Trifolium dubium,3307,1993
Trifolium fragiferum,1664,540
Trifolium hybridum,2000,1298
Trifolium incarnatum,1713,1587
Trifolium medium,452,138
Trifolium pratense,4670,2058
Trifolium repens,4501,2084
Trifolium resupinatum,889,708
Trifolium striatum,414,112
Triglochin maritima,1771,253
Triglochin palustris,1321,394
Trigonotylus caelestialium,678,642
Tringa erythropus,4482,907
Tringa flavipes,423,64
Tringa glareola,2427,969
Tringa nebularia,3958,1258
Tringa ochropus,5498,1551
Tringa stagnatilis,822,206
Tringa totanus,5841,1446
Triodia sylvina,793,1766
